,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
557,Rice,Yellow,0.7627627627627627,0.8477318212141429,0.3385,Healthy
558,Corn,Green,0.8038038038038037,0.24382921947965308,0.235,Healthy
559,Rice,Green,0.4204204204204204,0.6179119412941962,0.6660000000000001,Healthy
560,Wheat,Brown,0.3073073073073073,0.34906604402935293,0.5980000000000001,Mild Infection
561,Tomato,Green,0.8448448448448447,0.9024349566377587,0.11750000000000016,Mild Infection
562,Wheat,Brown,0.8398398398398398,0.5987324883255505,0.9445000000000001,Healthy
563,Corn,Brown,0.2692692692692693,0.26250833889259517,0.15900000000000003,Mild Infection
564,Potato,Brown,0.7327327327327327,0.3068712474983323,0.40349999999999997,Healthy
565,Rice,Brown,0.5705705705705706,0.34056037358238833,0.9239999999999999,Healthy
566,Corn,Yellow,0.3383383383383384,0.9047698465643765,0.23249999999999993,Healthy
567,Wheat,Yellow,0.47347347347347346,0.37224816544362915,0.2590000000000001,Healthy
568,Corn,Green,0.6816816816816816,0.6224149432955304,0.45100000000000007,Healthy
569,Tomato,Brown,0.7907907907907907,0.7580053368912609,0.41999999999999993,Mild Infection
570,Wheat,Brown,0.5235235235235235,0.645763842561708,0.21099999999999997,Healthy
571,Potato,Brown,0.031031031031031032,0.03585723815877251,0.6005000000000003,Mild Infection
572,Rice,Brown,0.0020020020020020016,0.7891927951967979,0.9170000000000003,Healthy
573,Tomato,Green,0.16516516516516513,0.6279186124082723,0.7535000000000001,Mild Infection
574,Potato,Green,0.8448448448448447,0.33388925950633763,0.16700000000000004,Healthy
575,Wheat,Brown,0.991991991991992,0.03685790527018018,0.07650000000000012,Mild Infection
576,Potato,Yellow,0.09109109109109108,0.8483989326217478,0.052000000000000046,Healthy
577,Rice,Yellow,0.4064064064064064,0.786024016010674,0.3440000000000001,Healthy
578,Rice,Green,0.6256256256256256,0.7901934623082056,0.768,Healthy
579,Rice,Yellow,0.8428428428428427,0.6014009339559707,0.276,Healthy
580,Wheat,Green,0.07307307307307306,0.8415610406937959,0.6470000000000002,Mild Infection
581,Potato,Yellow,0.4514514514514514,0.7163108739159441,0.49750000000000005,Healthy
582,Rice,Green,0.8728728728728729,0.6499332888592397,0.30600000000000005,Healthy
583,Wheat,Brown,0.3663663663663664,0.03218812541694471,0.7805,Healthy
584,Tomato,Green,0.9089089089089089,0.8529019346230822,0.15050000000000008,Mild Infection
585,Tomato,Green,0.9359359359359358,0.13092061374249508,0.6930000000000001,Mild Infection
586,Tomato,Brown,0.18418418418418417,0.3258839226150767,0.9775,Healthy
587,Potato,Green,0.24024024024024024,0.3805870580386925,0.9275,Healthy
588,Potato,Green,0.8078078078078078,0.5733822548365579,0.8315000000000001,Severe Infection
589,Rice,Green,0.03503503503503503,0.4671447631754503,0.8325,Healthy
590,Wheat,Yellow,0.40940940940940934,0.7565043362241497,0.9800000000000002,Healthy
591,Tomato,Yellow,0.16716716716716715,0.9469646430953969,0.478,Healthy
592,Wheat,Brown,0.22122122122122123,0.8320547031354237,0.2869999999999999,Healthy
593,Corn,Brown,0.8558558558558559,0.6369246164109408,0.5765000000000002,Healthy
594,Rice,Yellow,0.6976976976976977,0.9624749833222148,0.8250000000000002,Healthy
595,Potato,Yellow,0.6226226226226227,0.6771180787191462,0.125,Healthy
596,Corn,Yellow,0.2882882882882883,0.25933955970647116,0.558,Healthy
597,Tomato,Brown,0.8028028028028027,0.2838559039359574,0.6335000000000002,Mild Infection
598,Wheat,Brown,0.29629629629629634,0.5353569046030688,0.10450000000000004,Healthy
599,Tomato,Brown,0.7547547547547547,0.673115410273516,0.7869999999999999,Healthy
600,Corn,Yellow,0.40040040040040037,0.09172781854569723,0.3820000000000001,Healthy
601,Potato,Yellow,0.6136136136136136,0.17628418945963986,0.03949999999999998,Mild Infection
602,Rice,Yellow,0.16416416416416413,0.12341561040693794,0.1865000000000001,Mild Infection
603,Rice,Green,0.9159159159159159,0.05036691127418291,0.4305000000000001,Severe Infection
604,Rice,Brown,0.26226226226226224,0.21197464976651104,0.2775000000000001,Healthy
605,Tomato,Yellow,0.12612612612612611,0.42011340893929283,0.028000000000000025,Mild Infection
606,Tomato,Green,0.5315315315315315,0.08422281521014019,0.9120000000000001,Mild Infection
607,Wheat,Green,0.7037037037037037,0.4909939959973316,0.8670000000000002,Healthy
608,Corn,Yellow,0.8728728728728729,0.5035023348899266,0.728,Healthy
609,Corn,Brown,0.17217217217217215,0.3283855903935957,0.02100000000000002,Severe Infection
610,Potato,Yellow,0.49949949949949946,0.2505003335557039,0.030000000000000027,Healthy
611,Potato,Yellow,0.30230230230230226,0.3757505003335557,0.9015000000000002,Mild Infection
612,Tomato,Green,0.18418418418418417,0.5080053368912609,0.20900000000000007,Severe Infection
613,Corn,Brown,0.5765765765765765,0.6007338225483656,0.07450000000000001,Mild Infection
614,Rice,Yellow,0.8348348348348348,0.26250833889259517,0.9975000000000003,Healthy
615,Wheat,Green,0.2862862862862863,0.6571047364909941,0.33499999999999996,Healthy
616,Corn,Green,0.9429429429429429,0.23248832555036691,0.1955,Healthy
617,Potato,Yellow,0.45845845845845845,0.20663775850567045,0.09650000000000003,Healthy
618,Wheat,Brown,0.6806806806806807,0.29736490993996,0.694,Healthy
619,Potato,Brown,0.9429429429429429,0.8664109406270848,0.7610000000000001,Healthy
620,Corn,Green,0.5155155155155156,0.8792528352234825,0.033500000000000085,Healthy
621,Wheat,Green,0.38138138138138133,0.1437625083388926,0.5885,Healthy
622,Corn,Yellow,0.8108108108108107,0.3488992661774517,0.8860000000000001,Healthy
623,Rice,Green,0.2692692692692693,0.9472981987991995,0.25649999999999995,Healthy
624,Tomato,Brown,0.1251251251251251,0.46030687124749836,0.7855000000000001,Healthy
625,Potato,Yellow,0.6946946946946947,0.627084723148766,0.6680000000000001,Mild Infection
626,Corn,Green,0.995995995995996,0.21631087391594395,0.5925000000000002,Healthy
627,Wheat,Green,0.5275275275275275,0.6692795196797867,0.752,Healthy
628,Corn,Green,0.8358358358358358,0.7643428952635092,0.6745000000000001,Healthy
629,Wheat,Green,0.1071071071071071,0.8368912608405605,0.02400000000000002,Healthy
630,Potato,Brown,0.2222222222222222,0.3107071380920615,0.4085000000000001,Healthy
631,Wheat,Green,0.09809809809809808,0.9384589726484325,0.6240000000000001,Healthy
632,Corn,Yellow,0.016016016016016016,0.6597731821214143,0.4460000000000002,Healthy
633,Corn,Yellow,0.3153153153153153,0.022681787858572444,0.1685000000000001,Healthy
634,Potato,Green,0.15515515515515516,0.21164109406270848,0.5635000000000001,Healthy
635,Wheat,Yellow,0.3143143143143143,0.1189126084056038,0.10999999999999999,Healthy
636,Rice,Green,0.18318318318318316,0.5613742494996665,0.6405000000000001,Healthy
637,Corn,Yellow,0.1391391391391391,0.4859906604402936,0.5795000000000001,Severe Infection
638,Potato,Green,0.6296296296296295,0.24382921947965308,0.8860000000000001,Severe Infection
639,Tomato,Yellow,0.43543543543543545,0.8947631754503003,0.6920000000000002,Healthy
640,Potato,Green,0.5125125125125125,0.7891927951967979,0.24949999999999994,Healthy
641,Tomato,Green,0.11511511511511509,0.8163775850567045,0.9735,Severe Infection
642,Corn,Yellow,0.5445445445445446,0.4873248832555037,0.958,Healthy
643,Rice,Green,0.10410410410410409,0.7139759839893263,0.7400000000000002,Healthy
644,Rice,Green,0.6686686686686687,0.25867244829886593,0.3295000000000001,Healthy
645,Rice,Green,0.05205205205205205,0.8298865910607072,0.31800000000000006,Healthy
646,Tomato,Yellow,0.1191191191191191,0.4951634422948633,0.5,Severe Infection
647,Potato,Yellow,0.7047047047047047,0.6387591727818547,0.5070000000000001,Healthy
648,Wheat,Green,0.8358358358358358,0.9864909939959974,0.5245,Healthy
649,Potato,Yellow,0.5585585585585585,0.1777851901267513,0.7640000000000002,Healthy
650,Tomato,Brown,0.92992992992993,0.28185456971314216,0.4265000000000001,Mild Infection
651,Corn,Yellow,0.7507507507507507,0.3920947298198799,0.32499999999999996,Healthy
652,Rice,Brown,0.014014014014014012,0.4204469646430955,0.6575,Severe Infection
653,Tomato,Brown,0.30930930930930933,0.8684122748498999,0.9059999999999999,Mild Infection
654,Tomato,Yellow,0.09809809809809808,0.17945296864576388,0.45300000000000007,Healthy
655,Potato,Yellow,0.2802802802802803,0.25016677785190133,0.05800000000000005,Healthy
656,Wheat,Yellow,0.45945945945945943,0.8554036024016012,0.39050000000000007,Healthy
657,Rice,Brown,0.5775775775775776,0.9247831887925284,0.032500000000000084,Severe Infection
658,Rice,Yellow,0.4364364364364364,0.9901601067378252,0.33699999999999997,Healthy
659,Corn,Yellow,0.04604604604604604,0.5410273515677118,0.548,Healthy
660,Rice,Green,0.21921921921921922,0.6897931954636427,0.7430000000000001,Healthy
661,Tomato,Yellow,0.2162162162162162,0.9321214142761842,0.023500000000000076,Healthy
662,Tomato,Yellow,0.8188188188188187,0.515510340226818,0.6925000000000001,Healthy
663,Potato,Brown,0.015015015015015015,0.23432288192128092,0.08950000000000002,Healthy
664,Potato,Yellow,0.5625625625625625,0.6741160773849233,0.2689999999999999,Healthy
665,Corn,Green,0.1111111111111111,0.858905937291528,0.4640000000000002,Mild Infection
666,Rice,Yellow,0.25425425425425424,0.4956637758505671,0.8050000000000002,Healthy
667,Potato,Brown,0.42742742742742745,0.6754503002001335,0.2795000000000001,Healthy
668,Rice,Green,0.47047047047047047,0.16727818545697137,0.9280000000000002,Healthy
669,Rice,Green,0.6486486486486487,0.9377918612408271,0.3310000000000002,Mild Infection
670,Rice,Yellow,0.4814814814814815,0.9301200800533691,0.7775000000000001,Severe Infection
671,Corn,Yellow,0.029029029029029027,0.3068712474983323,0.2250000000000001,Mild Infection
672,Corn,Yellow,0.6316316316316316,0.10890593729152775,0.39050000000000007,Healthy
673,Rice,Brown,0.4984984984984985,0.42911941294196143,0.24750000000000005,Healthy
674,Tomato,Green,0.7417417417417417,0.0563709139426285,0.262,Mild Infection
675,Potato,Brown,0.7187187187187187,0.9579719813208807,0.5905,Healthy
676,Rice,Brown,0.8198198198198197,0.6484322881921283,0.6815,Mild Infection
677,Rice,Brown,0.41541541541541543,0.6020680453635758,0.9585000000000001,Healthy
678,Corn,Green,0.3073073073073073,0.010173448965977383,0.15900000000000003,Healthy
679,Rice,Brown,0.27927927927927926,0.16360907271514347,0.10999999999999999,Healthy
680,Rice,Brown,0.7837837837837838,0.7166444296197467,0.6625000000000001,Healthy
681,Rice,Green,0.016016016016016016,0.30787191460973995,0.7365000000000002,Healthy
682,Corn,Brown,0.2142142142142142,0.5206804536357572,0.782,Healthy
683,Potato,Yellow,0.2072072072072072,0.228819212808539,0.5955000000000001,Healthy
684,Potato,Green,0.8078078078078078,0.4119412941961309,0.6260000000000001,Mild Infection
685,Rice,Green,0.2712712712712713,0.15927284856571056,0.2845000000000002,Healthy
686,Rice,Green,0.23423423423423423,0.24182788525683796,0.8260000000000001,Severe Infection
687,Corn,Brown,0.7377377377377377,0.2444963308872583,0.029000000000000026,Mild Infection
688,Rice,Yellow,0.38538538538538536,0.42328218812541707,0.9460000000000002,Healthy
689,Potato,Green,0.6296296296296295,0.2936957971981321,0.31699999999999995,Healthy
690,Corn,Green,0.13513513513513514,0.8437291527685125,0.9615,Healthy
691,Wheat,Yellow,0.0020020020020020016,0.806037358238826,0.9485000000000001,Mild Infection
692,Wheat,Yellow,0.16616616616616614,0.4192795196797866,0.0655,Severe Infection
693,Wheat,Green,0.04804804804804805,0.9354569713142096,0.99,Healthy
694,Potato,Green,0.20820820820820818,0.16577718478985992,0.4125000000000001,Healthy
695,Potato,Green,0.7647647647647647,0.15126751167444974,0.8614999999999999,Healthy
696,Tomato,Yellow,0.40840840840840836,0.20396931287525033,0.32899999999999996,Healthy
697,Potato,Brown,0.2692692692692693,0.04152768512341565,0.31600000000000006,Healthy
698,Corn,Green,0.7647647647647647,0.3792528352234824,0.974,Healthy
699,Rice,Brown,0.7297297297297297,0.7393262174783191,0.35950000000000015,Healthy
700,Rice,Green,0.6186186186186187,0.9387925283522349,0.02750000000000008,Healthy
701,Tomato,Green,0.35035035035035034,0.9536357571714478,0.7995000000000001,Healthy
702,Tomato,Brown,0.25325325325325326,0.22431621080720487,0.603,Healthy
703,Wheat,Yellow,0.49149149149149146,0.7326551034022681,0.8029999999999999,Severe Infection
704,Corn,Green,0.32232232232232233,0.7491661107404937,0.702,Severe Infection
705,Tomato,Yellow,0.2902902902902903,0.5035023348899266,0.6585000000000001,Healthy
706,Corn,Yellow,0.8558558558558559,0.6250833889259506,0.7295,Healthy
707,Corn,Yellow,0.32232232232232233,0.4442961974649767,0.20000000000000007,Healthy
708,Rice,Yellow,0.4974974974974975,0.8090393595730487,0.6135000000000002,Healthy
709,Rice,Yellow,0.1371371371371371,0.791027351567712,0.16900000000000004,Healthy
710,Potato,Brown,0.6236236236236237,0.41644429619746504,0.8140000000000001,Healthy
711,Wheat,Yellow,0.6856856856856857,0.2601734489659774,0.3275000000000001,Healthy
712,Rice,Green,0.029029029029029027,0.7996997998665778,0.8755,Healthy
713,Tomato,Yellow,0.9859859859859859,0.06754503002001344,0.3115000000000001,Healthy
714,Potato,Brown,0.9929929929929929,0.9701467645096731,0.057499999999999996,Healthy
715,Corn,Brown,0.6146146146146146,0.9212808539026018,0.6800000000000002,Healthy
716,Rice,Green,0.7847847847847848,0.2925283522348232,0.9725000000000001,Healthy
717,Wheat,Brown,0.7747747747747747,0.7685123415610409,0.06999999999999995,Healthy
718,Potato,Green,0.5955955955955956,0.7566711140760507,0.8680000000000001,Healthy
719,Tomato,Brown,0.1241241241241241,0.2268178785857239,0.9664999999999999,Healthy
720,Tomato,Yellow,0.6486486486486487,0.28719146097398274,0.5655000000000001,Severe Infection
721,Corn,Green,0.22322322322322322,0.25150100066711145,0.9445000000000001,Severe Infection
722,Rice,Yellow,0.36736736736736736,0.864076050700467,0.43200000000000016,Healthy
723,Potato,Green,0.25225225225225223,0.3537358238825885,0.45150000000000023,Mild Infection
724,Rice,Brown,0.8578578578578578,0.46314209472982004,0.4295,Mild Infection
725,Rice,Yellow,0.24424424424424424,0.09389593062041368,0.8480000000000001,Severe Infection
726,Potato,Green,0.19319319319319317,0.1559372915276852,0.15450000000000008,Healthy
727,Corn,Yellow,0.7197197197197197,0.2268178785857239,0.3265,Healthy
728,Rice,Green,0.5025025025025025,0.05403602401601071,0.4385000000000001,Healthy
729,Wheat,Yellow,0.6926926926926926,0.9579719813208807,0.5615000000000001,Healthy
730,Tomato,Brown,0.3663663663663664,0.7358238825883923,0.06000000000000005,Severe Infection
731,Corn,Green,0.44044044044044045,0.3905937291527686,0.07899999999999996,Healthy
732,Wheat,Yellow,0.24824824824824823,0.6956304202801868,0.09550000000000003,Mild Infection
733,Rice,Yellow,0.6676676676676676,0.7660106737825219,0.4640000000000002,Healthy
734,Potato,Yellow,0.5985985985985985,0.435123415610407,0.29600000000000004,Healthy
735,Potato,Brown,0.25625625625625625,0.2366577718478986,0.052999999999999936,Healthy
736,Rice,Green,0.4634634634634634,0.7339893262174784,0.9615,Healthy
737,Rice,Green,0.09409409409409408,0.33822548365577054,0.5970000000000002,Severe Infection
738,Corn,Brown,0.9209209209209209,0.8287191460973984,0.6515000000000002,Healthy
739,Rice,Yellow,0.38138138138138133,0.8814209472981989,0.21500000000000008,Healthy
740,Corn,Brown,0.6056056056056055,0.27201467645096744,0.3345,Severe Infection
741,Potato,Yellow,0.06706706706706707,0.8083722481654438,0.754,Mild Infection
742,Rice,Brown,0.18418418418418417,0.37408272181454305,0.39949999999999997,Mild Infection
743,Corn,Yellow,0.13513513513513514,0.8574049366244163,0.8470000000000002,Mild Infection
744,Corn,Yellow,0.6476476476476477,0.32855236824549705,0.375,Healthy
745,Potato,Yellow,0.3183183183183183,0.6302535023348901,0.6920000000000002,Mild Infection
746,Rice,Green,0.92992992992993,0.2003002001334223,0.7949999999999999,Healthy
747,Corn,Green,0.5865865865865866,0.8639092728485658,0.41700000000000004,Healthy
748,Wheat,Green,0.07307307307307306,0.0715476984656438,0.3245,Healthy
749,Corn,Brown,0.937937937937938,0.5391927951967979,0.5390000000000001,Mild Infection
750,Potato,Green,0.6366366366366366,0.2189793195463643,0.19300000000000006,Severe Infection
751,Potato,Yellow,0.38238238238238237,0.8579052701801202,0.728,Healthy
752,Rice,Yellow,0.35735735735735735,0.21681120747164784,0.6300000000000001,Healthy
753,Rice,Brown,0.4954954954954955,0.19246164109406272,0.9489999999999998,Healthy
754,Tomato,Yellow,0.6706706706706707,0.6867911941294196,0.48750000000000004,Mild Infection
755,Rice,Green,0.05605605605605605,0.12458305537024683,0.8280000000000001,Healthy
756,Corn,Brown,0.09709709709709709,0.44396264176117417,0.24049999999999994,Healthy
757,Tomato,Green,0.8438438438438437,0.6452635090060042,0.2895000000000001,Healthy
758,Wheat,Green,0.2832832832832833,0.8965977318212142,0.1905,Healthy
759,Rice,Brown,0.990990990990991,0.5595396931287526,0.1695000000000001,Healthy
760,Corn,Green,0.23823823823823823,0.9541360907271514,0.39800000000000013,Severe Infection
761,Wheat,Green,0.7117117117117117,0.7451634422948632,0.778,Healthy
762,Rice,Green,0.8688688688688688,0.7011340893929288,0.12200000000000011,Healthy
763,Corn,Yellow,0.8248248248248248,0.23565710473649104,0.367,Healthy
764,Corn,Brown,0.16916916916916916,0.9713142094729821,0.6880000000000002,Healthy
765,Potato,Yellow,0.05305305305305305,0.00667111407605081,0.40600000000000014,Healthy
766,Corn,Yellow,0.8858858858858858,0.06771180787191466,0.8915,Healthy
767,Potato,Yellow,0.3563563563563563,0.6721147431621082,0.7910000000000001,Mild Infection
768,Tomato,Green,0.05905905905905905,0.7795196797865245,0.06800000000000006,Healthy
769,Potato,Green,0.07207207207207206,0.9492995330220146,0.4744999999999999,Healthy
770,Potato,Green,0.8948948948948948,0.33472314876584397,0.3460000000000001,Severe Infection
771,Rice,Yellow,0.9679679679679679,0.5702134756504338,0.9245000000000001,Mild Infection
772,Corn,Brown,0.09709709709709709,0.9359573048699132,0.9715,Healthy
773,Tomato,Yellow,0.888888888888889,0.8842561707805205,0.27049999999999996,Healthy
774,Corn,Yellow,0.6326326326326326,0.6629419613075385,0.6305000000000001,Healthy
775,Tomato,Brown,0.008008008008008006,0.42261507671781195,0.14500000000000002,Healthy
776,Wheat,Brown,0.7777777777777778,0.6274182788525684,0.052000000000000046,Mild Infection
777,Wheat,Brown,0.36036036036036034,0.5752168112074718,0.19250000000000012,Mild Infection
778,Rice,Brown,0.38138138138138133,0.3714142761841228,0.8635000000000002,Mild Infection
779,Wheat,Brown,0.6496496496496497,0.666444296197465,0.585,Mild Infection
780,Corn,Green,0.5085085085085085,0.16911274182788527,0.08850000000000002,Healthy
781,Tomato,Green,0.3143143143143143,0.43779186124082725,0.06099999999999994,Severe Infection
782,Tomato,Brown,0.5205205205205204,0.7191460973982655,0.6460000000000001,Severe Infection
783,Rice,Green,0.15615615615615613,0.878418945963976,0.08599999999999997,Mild Infection
784,Corn,Brown,0.38138138138138133,0.28735823882588407,0.7005000000000001,Healthy
785,Tomato,Yellow,0.6566566566566566,0.479986657771848,0.9809999999999999,Severe Infection
786,Tomato,Green,0.6926926926926926,0.0051701134089393586,0.31400000000000006,Healthy
787,Rice,Yellow,0.2112112112112112,0.20246831220813877,0.7390000000000001,Healthy
788,Tomato,Brown,0.6316316316316316,0.20430286857905278,0.4215,Mild Infection
789,Potato,Green,0.01001001001001001,0.5598732488325551,0.2929999999999999,Mild Infection
790,Corn,Brown,0.13513513513513514,0.7171447631754504,0.8845000000000001,Healthy
791,Tomato,Yellow,0.7747747747747747,0.5200133422281521,0.5105000000000002,Mild Infection
792,Corn,Green,0.7787787787787788,0.8277184789859908,0.49049999999999994,Healthy
793,Corn,Green,0.6206206206206206,0.24116077384923285,0.7630000000000001,Healthy
794,Rice,Green,0.25925925925925924,0.15693795863909288,0.25150000000000006,Healthy
795,Rice,Green,0.2352352352352352,0.581054036024016,0.23550000000000004,Healthy
796,Potato,Brown,0.18718718718718716,0.7986991327551702,0.4255000000000002,Healthy
797,Tomato,Yellow,0.2942942942942943,0.6365910607071381,0.6635,Healthy
798,Corn,Brown,0.9729729729729729,0.8098732488325551,0.7320000000000002,Healthy
799,Potato,Green,0.5745745745745745,0.6007338225483656,0.9405000000000001,Healthy
800,Potato,Brown,0.7067067067067067,0.48215476984656447,0.49150000000000005,Healthy
801,Rice,Brown,0.2432432432432432,0.33889259506337566,0.9590000000000001,Healthy
802,Tomato,Brown,0.15015015015015012,0.5071714476317546,0.3580000000000001,Healthy
803,Potato,Brown,0.7207207207207207,0.25683789192795203,0.6305000000000001,Healthy
804,Tomato,Yellow,0.02202202202202202,0.5078385590393597,0.677,Healthy
805,Corn,Yellow,0.1391391391391391,0.9894929953302203,0.235,Healthy
806,Potato,Yellow,0.8858858858858858,0.991160773849233,0.7225000000000001,Mild Infection
807,Tomato,Green,0.3883883883883884,0.8188792528352236,0.5265000000000002,Healthy
808,Corn,Yellow,0.8118118118118117,0.0637091394262842,0.23050000000000004,Mild Infection
809,Tomato,Yellow,0.6666666666666666,0.768012008005337,0.8375000000000001,Healthy
810,Corn,Brown,0.47847847847847846,0.16044029352901934,0.1615000000000001,Mild Infection
811,Potato,Brown,0.4294294294294294,0.11240827218145444,0.4655,Healthy
812,Rice,Brown,0.38038038038038036,0.03985990660440297,0.595,Healthy
813,Corn,Green,0.45945945945945943,0.17278185456971318,0.6365000000000001,Severe Infection
814,Wheat,Green,0.23223223223223222,0.564209472981988,0.47750000000000004,Healthy
815,Wheat,Yellow,0.055055055055055056,0.04736490993996012,0.7605000000000002,Healthy
816,Potato,Yellow,0.45845845845845845,0.6432621747831888,0.024500000000000077,Mild Infection
817,Rice,Brown,0.9219219219219219,0.7885256837891927,0.9895,Healthy
818,Tomato,Green,0.7227227227227228,0.8250500333555706,0.45500000000000007,Healthy
819,Potato,Green,0.8818818818818819,0.5021681120747166,0.07550000000000012,Healthy
820,Corn,Yellow,0.018018018018018014,0.9544696464309539,0.3920000000000001,Severe Infection
821,Rice,Brown,0.5095095095095095,0.7990326884589727,0.649,Mild Infection
822,Wheat,Green,0.2162162162162162,0.48132088058705813,0.4365000000000001,Mild Infection
823,Tomato,Brown,0.19719719719719717,0.3924282855236826,0.5110000000000001,Healthy
824,Tomato,Yellow,0.8058058058058059,0.4646430953969314,0.033500000000000085,Severe Infection
825,Potato,Green,0.5235235235235235,0.10690460306871263,0.7290000000000001,Severe Infection
826,Tomato,Brown,0.9199199199199198,0.12458305537024683,0.47850000000000015,Healthy
827,Corn,Green,0.6696696696696697,0.8313875917278186,0.585,Healthy
828,Rice,Brown,0.7867867867867867,0.9367911941294196,0.361,Mild Infection
829,Corn,Yellow,0.5335335335335335,0.4876584389593063,0.4105000000000001,Healthy
830,Rice,Brown,0.13213213213213212,0.7808539026017345,0.6205,Mild Infection
831,Wheat,Brown,0.43943943943943947,0.22348232154769854,0.8420000000000001,Severe Infection
832,Corn,Yellow,0.2372372372372372,0.12808539026017352,0.13650000000000007,Healthy
833,Wheat,Green,0.1381381381381381,0.3433955970647099,0.478,Healthy
834,Corn,Brown,0.8398398398398398,0.7683455637091394,0.5910000000000002,Mild Infection
835,Tomato,Brown,0.7677677677677677,0.5920613742494998,0.34650000000000003,Healthy
836,Corn,Yellow,0.7097097097097096,0.39893262174783195,0.14900000000000002,Healthy
837,Rice,Green,0.4824824824824825,0.7401601067378254,0.9795000000000003,Healthy
838,Potato,Brown,0.5015015015015014,0.41160773849232823,0.4255000000000002,Healthy
839,Potato,Yellow,0.4244244244244244,0.793529019346231,0.38450000000000006,Mild Infection
840,Wheat,Brown,0.40940940940940934,0.2525016677785191,0.42599999999999993,Healthy
841,Rice,Yellow,0.5865865865865866,0.30486991327551705,0.7190000000000001,Severe Infection
842,Potato,Green,0.2932932932932933,0.7254836557705138,0.4099999999999999,Healthy
843,Rice,Brown,0.17817817817817816,0.34606404269513014,0.6705000000000001,Mild Infection
844,Potato,Green,0.08908908908908908,0.8890927284856571,0.2994999999999999,Healthy
845,Corn,Brown,0.8088088088088088,0.2500000000000001,0.8200000000000001,Healthy
846,Tomato,Brown,0.17417417417417416,0.03502334889926628,0.4900000000000002,Healthy
847,Wheat,Yellow,0.02102102102102102,0.30120080053368925,0.397,Healthy
848,Tomato,Yellow,0.08708708708708708,0.817878585723816,0.6415,Healthy
849,Corn,Brown,0.8678678678678678,0.7988659106070715,0.07850000000000001,Healthy
850,Tomato,Yellow,0.6246246246246246,0.6237491661107406,0.1885,Severe Infection
851,Wheat,Brown,0.4174174174174174,0.8182121414276184,0.055499999999999994,Healthy
852,Wheat,Brown,0.8798798798798799,0.37958639092728486,0.5140000000000002,Healthy
853,Corn,Yellow,0.2712712712712713,0.33655770513675787,0.1895,Healthy
854,Corn,Brown,0.5005005005005004,0.04703135423615745,0.544,Healthy
855,Corn,Brown,0.06806806806806805,0.7815210140093398,0.76,Healthy
856,Potato,Brown,0.6126126126126126,0.8954302868579054,0.8115000000000001,Mild Infection
857,Wheat,Green,0.32432432432432434,0.5026684456304205,0.7065000000000001,Healthy
858,Corn,Brown,0.01901901901901902,0.4958305537024684,0.5310000000000001,Healthy
859,Tomato,Brown,0.30230230230230226,0.9679786524349567,0.03049999999999997,Healthy
860,Corn,Yellow,0.990990990990991,0.8070380253502336,0.46199999999999997,Mild Infection
861,Wheat,Yellow,0.6396396396396397,0.12141427618412282,0.913,Healthy
862,Rice,Brown,0.44044044044044045,0.7648432288192131,0.3195000000000001,Mild Infection
863,Potato,Brown,0.03503503503503503,0.6549366244162775,0.022499999999999964,Severe Infection
864,Potato,Green,0.6536536536536536,0.17378252168112085,0.26649999999999996,Mild Infection
865,Rice,Green,0.8998998998998998,0.0873915943962642,0.5650000000000002,Healthy
866,Corn,Yellow,0.15815815815815815,0.8342228152101403,0.5630000000000002,Mild Infection
867,Tomato,Brown,0.5575575575575575,0.17261507671781195,0.13000000000000012,Healthy
868,Potato,Brown,0.16516516516516513,0.18062041360907277,0.5675000000000001,Severe Infection
869,Rice,Yellow,0.38038038038038036,0.4259506337558373,0.7095000000000002,Healthy
870,Wheat,Brown,0.1371371371371371,0.49533022014676464,0.38050000000000006,Healthy
871,Potato,Brown,0.15615615615615613,0.5695463642428287,0.9875,Mild Infection
872,Wheat,Brown,0.8368368368368367,0.17795196797865254,0.010000000000000009,Healthy
873,Wheat,Yellow,0.3073073073073073,0.9322881921280854,0.9059999999999999,Healthy
874,Tomato,Brown,0.15415415415415415,0.19996664442961987,0.020500000000000074,Healthy
875,Tomato,Green,0.05105105105105105,0.34856571047364915,0.9395,Healthy
876,Potato,Yellow,0.7277277277277278,0.33772515010006676,0.9585000000000001,Healthy
877,Corn,Brown,0.8408408408408408,0.2843562374916613,0.5410000000000001,Healthy
878,Wheat,Brown,0.07107107107107105,0.7431621080720481,0.5150000000000001,Healthy
879,Wheat,Brown,0.9719719719719719,0.29686457638425634,0.21199999999999997,Healthy
880,Tomato,Yellow,0.9009009009009008,0.8940960640426954,0.06050000000000011,Healthy
881,Potato,Green,0.01101101101101101,0.04352901934623088,0.1785000000000001,Severe Infection
882,Tomato,Yellow,0.07707707707707707,0.6417611741160774,0.679,Healthy
883,Wheat,Yellow,0.1071071071071071,0.5186791194129421,0.7415,Healthy
884,Potato,Brown,0.970970970970971,0.3750833889259507,0.28400000000000003,Mild Infection
885,Corn,Green,0.2602602602602602,0.7144763175450299,0.405,Healthy
886,Potato,Brown,0.03903903903903904,0.9074382921947968,0.8210000000000002,Healthy
887,Tomato,Green,0.8038038038038037,0.5323549032688459,0.0040000000000000036,Healthy
888,Potato,Brown,0.15615615615615613,0.3912608405603737,0.2330000000000001,Healthy
